黑龙江移动专线,#genre#
睛彩羽毛球,http://221.219.101.215:8012/rtp/239.3.1.127:8001
睛彩广场舞,http://221.219.101.215:8012/rtp/239.3.1.128:8001
粤荟萃,http://221.219.101.215:8012/rtp/239.3.1.162:8001
聚鲨环球,http://221.219.101.215:8012/rtp/239.3.1.160:8001

天津联通专线,#genre#
导视频道,http://nas.hssvm.com:8888/udp/225.1.1.77:5002
天津卫视HD,http://nas.hssvm.com:8888/udp/225.1.1.111:5002
天津新闻HD,http://nas.hssvm.com:8888/udp/225.1.1.130:5002
天津文艺HD,http://nas.hssvm.com:8888/udp/225.1.1.131:5002
天津影视HD,http://nas.hssvm.com:8888/udp/225.1.1.149:5002
天津都市HD,http://nas.hssvm.com:8888/udp/225.1.1.128:5002
天津体育HD,http://nas.hssvm.com:8888/udp/225.1.1.122:5002
天津科教HD,http://nas.hssvm.com:8888/udp/225.1.1.129:5002
天津少儿HD,http://nas.hssvm.com:8888/udp/225.1.1.125:5002
蓟州区HD,http://nas.hssvm.com:8888/udp/225.1.1.82:5002
宝坻区,http://nas.hssvm.com:8888/udp/225.1.1.83:5002
静海区,http://nas.hssvm.com:8888/udp/225.1.1.110:5002
河东区,http://nas.hssvm.com:8888/udp/225.1.2.2:5002
河西区,http://nas.hssvm.com:8888/udp/225.1.2.4:5002
滨海新区1,http://nas.hssvm.com:8888/udp/225.1.2.7:5002
滨海新区2,http://nas.hssvm.com:8888/udp/225.1.2.8:5002
4K超清影视,http://nas.hssvm.com:8888/udp/225.1.1.156:5002
CCTV-1综合HD,http://nas.hssvm.com:8888/udp/225.1.1.120:5002
CCTV-2财经HD,http://nas.hssvm.com:8888/udp/225.1.1.133:5002
CCTV-3综合文艺HD,http://nas.hssvm.com:8888/udp/225.1.1.158:5002
CCTV-4中文国际HD,http://nas.hssvm.com:8888/udp/225.1.1.150:5002
CCTV-5体育HD,http://nas.hssvm.com:8888/udp/225.1.1.170:5002
CCTV5+ HD,http://nas.hssvm.com:8888/udp/225.1.1.121:5002
CCTV-6电影HD,http://nas.hssvm.com:8888/udp/225.1.1.195:5002
CCTV-7农业HD,http://nas.hssvm.com:8888/udp/225.1.1.138:5002
CCTV-8电视剧HD,http://nas.hssvm.com:8888/udp/225.1.1.196:5002
CCTV-9记录HD,http://nas.hssvm.com:8888/udp/225.1.1.119:5002
CCTV-10科教HD,http://nas.hssvm.com:8888/udp/225.1.1.140:5002
CCTV-11戏曲,http://nas.hssvm.com:8888/udp/225.1.1.22:5002
CCTV-12社会与法HD,http://nas.hssvm.com:8888/udp/225.1.1.142:5002
CCTV-13新闻,http://nas.hssvm.com:8888/udp/225.1.1.24:5002
CCTV-14少儿HD,http://nas.hssvm.com:8888/udp/225.1.1.144:5002
CCTV-15音乐,http://nas.hssvm.com:8888/udp/225.1.1.26:5002
CGTN,http://nas.hssvm.com:8888/udp/225.1.1.27:5002
CGTN-纪录,http://nas.hssvm.com:8888/udp/225.1.1.55:5002
湖南卫视HD,http://nas.hssvm.com:8888/udp/225.1.1.114:5002
江苏卫视HD,http://nas.hssvm.com:8888/udp/225.1.1.126:5002
浙江卫视HD,http://nas.hssvm.com:8888/udp/225.1.1.112:5002
安徽卫视HD,http://nas.hssvm.com:8888/udp/225.1.1.127:5002
北京卫视HD,http://nas.hssvm.com:8888/udp/225.1.1.113:5002
黑龙江卫视HD,http://nas.hssvm.com:8888/udp/225.1.1.115:5002
广东卫视HD,http://nas.hssvm.com:8888/udp/225.1.1.116:5002
深圳卫视HD,http://nas.hssvm.com:8888/udp/225.1.1.117:5002
四川卫视HD,http://nas.hssvm.com:8888/udp/225.1.1.123:5002
湖北卫视HD,http://nas.hssvm.com:8888/udp/225.1.1.147:5002
山东卫视HD,http://nas.hssvm.com:8888/udp/225.1.1.148:5002
辽宁卫视HD,http://nas.hssvm.com:8888/udp/225.1.1.154:5002
重庆卫视HD,http://nas.hssvm.com:8888/udp/225.1.1.155:5002
吉林卫视HD,http://nas.hssvm.com:8888/udp/225.1.2.26:5002
河北卫视HD,http://nas.hssvm.com:8888/udp/225.1.2.27:5002
贵州卫视HD,http://nas.hssvm.com:8888/udp/225.1.2.28:5002
江西卫视HD,http://nas.hssvm.com:8888/udp/225.1.2.29:5002
上海东方HD,http://nas.hssvm.com:8888/udp/225.1.2.31:5002
河南卫视HD,http://nas.hssvm.com:8888/udp/225.1.2.61:5002
广西卫视HD,http://nas.hssvm.com:8888/udp/225.1.2.81:5002
海南卫视HD,http://nas.hssvm.com:8888/udp/225.1.2.82:5002
甘肃卫视,http://nas.hssvm.com:8888/udp/225.1.1.30:5002
内蒙古卫视,http://nas.hssvm.com:8888/udp/225.1.1.32:5002
新疆卫视,http://nas.hssvm.com:8888/udp/225.1.1.35:5002
东南卫视,http://nas.hssvm.com:8888/udp/225.1.1.38:5002
陕西卫视,http://nas.hssvm.com:8888/udp/225.1.1.41:5002
山西卫视,http://nas.hssvm.com:8888/udp/225.1.1.50:5002
西藏卫视,http://nas.hssvm.com:8888/udp/225.1.1.51:5002
青海卫视,http://nas.hssvm.com:8888/udp/225.1.1.54:5002
宁夏卫视,http://nas.hssvm.com:8888/udp/225.1.1.56:5002
云南卫视,http://nas.hssvm.com:8888/udp/225.1.1.61:5002
兵团卫视,http://nas.hssvm.com:8888/udp/225.1.1.57:5002
金鹰卡通,http://nas.hssvm.com:8888/udp/225.1.1.59:5002
BTV卡酷少儿,http://nas.hssvm.com:8888/udp/225.1.1.58:5002
BTV冬奥纪实HD,http://nas.hssvm.com:8888/udp/225.1.2.30:5002
炫动卡通,http://nas.hssvm.com:8888/udp/225.1.1.62:5002
金鹰纪实HD,http://nas.hssvm.com:8888/udp/225.1.1.124:5002
动漫秀场HD,http://nas.hssvm.com:8888/udp/225.1.1.134:5002
萌宠,http://nas.hssvm.com:8888/udp/225.1.1.96:5002
游戏风云高清,http://nas.hssvm.com:8888/udp/225.1.1.135:5002
欢笑剧场高清,http://nas.hssvm.com:8888/udp/225.1.1.139:5002
Max极速汽车高清,http://nas.hssvm.com:8888/udp/225.1.1.141:5002
生活时尚高清,http://nas.hssvm.com:8888/udp/225.1.1.143:5002
全纪实高清,http://nas.hssvm.com:8888/udp/225.1.1.145:5002
纪实人文高清,http://nas.hssvm.com:8888/udp/225.1.2.25:5002
都市剧场高清,http://nas.hssvm.com:8888/udp/225.1.1.146:5002
幸福彩高清,http://nas.hssvm.com:8888/udp/225.1.1.152:5002
陶瓷高清,http://nas.hssvm.com:8888/udp/225.1.1.153:5002
DogT高清,http://nas.hssvm.com:8888/udp/225.1.1.132:5002
CHC家庭影院高清,http://nas.hssvm.com:8888/udp/225.1.1.213:5002
CHC高清电影,http://nas.hssvm.com:8888/udp/225.1.1.214:5002
CHC动作电影,http://nas.hssvm.com:8888/udp/225.1.1.215:5002
金色频道高清,http://nas.hssvm.com:8888/udp/225.1.1.236:5002
法治天地高清,http://nas.hssvm.com:8888/udp/225.1.1.237:5002
映画高清,http://nas.hssvm.com:8888/udp/225.1.1.238:5002
剧场高清,http://nas.hssvm.com:8888/udp/225.1.1.239:5002
新知高清,http://nas.hssvm.com:8888/udp/225.1.1.240:5002
新艺高清,http://nas.hssvm.com:8888/udp/225.1.1.241:5002
英伦高清,http://nas.hssvm.com:8888/udp/225.1.1.242:5002
怡家高清,http://nas.hssvm.com:8888/udp/225.1.1.243:5002
环映高清,http://nas.hssvm.com:8888/udp/225.1.1.244:5002
雅趣高清,http://nas.hssvm.com:8888/udp/225.1.1.245:5002
快乐垂钓,http://nas.hssvm.com:8888/udp/225.1.2.18:5002
茶频道,http://nas.hssvm.com:8888/udp/225.1.2.19:5002
休闲体育高清,http://nas.hssvm.com:8888/udp/225.1.1.157:5002
CCTV风云足球,http://nas.hssvm.com:8888/udp/225.1.1.181:5002
CCTV高尔夫网球,http://nas.hssvm.com:8888/udp/225.1.1.182:5002
CCTV第一剧场,http://nas.hssvm.com:8888/udp/225.1.1.183:5002
CCTV怀旧剧场,http://nas.hssvm.com:8888/udp/225.1.1.184:5002
CCTV风云剧场,http://nas.hssvm.com:8888/udp/225.1.1.185:5002
CCTV世界地理,http://nas.hssvm.com:8888/udp/225.1.1.186:5002
CCTV国防军事,http://nas.hssvm.com:8888/udp/225.1.1.187:5002
CCTV老故事,http://nas.hssvm.com:8888/udp/225.1.1.188:5002
CCTV央视文化精品,http://nas.hssvm.com:8888/udp/225.1.1.189:5002
CCTV女性时尚,http://nas.hssvm.com:8888/udp/225.1.1.190:5002
CCTV新科动漫,http://nas.hssvm.com:8888/udp/225.1.1.191:5002
CCTV风云音乐,http://nas.hssvm.com:8888/udp/225.1.1.192:5002
CCTV电视指南,http://nas.hssvm.com:8888/udp/225.1.1.194:5002
CCTV央视台球,http://nas.hssvm.com:8888/udp/225.1.1.198:5002
国学频道,http://nas.hssvm.com:8888/udp/225.1.1.199:5002
靓妆,http://nas.hssvm.com:8888/udp/225.1.1.200:5002
梨园频道,http://nas.hssvm.com:8888/udp/225.1.1.202:5002
文物宝库,http://nas.hssvm.com:8888/udp/225.1.1.203:5002
早期教育,http://nas.hssvm.com:8888/udp/225.1.1.204:5002
汽摩频道,http://nas.hssvm.com:8888/udp/225.1.1.205:5002
彩民在线,http://nas.hssvm.com:8888/udp/225.1.1.206:5002
DV生活,http://nas.hssvm.com:8888/udp/225.1.1.207:5002
武术世界,http://nas.hssvm.com:8888/udp/225.1.1.208:5002
CCTV卫生与健康,http://nas.hssvm.com:8888/udp/225.1.1.210:5002
七彩戏剧,http://nas.hssvm.com:8888/udp/225.1.1.86:5002
东方财经,http://nas.hssvm.com:8888/udp/225.1.1.87:5002
新动漫,http://nas.hssvm.com:8888/udp/225.1.1.216:5002
网络棋牌,http://nas.hssvm.com:8888/udp/225.1.1.217:5002
中华美食,http://nas.hssvm.com:8888/udp/225.1.1.218:5002
先锋乒羽,http://nas.hssvm.com:8888/udp/225.1.1.219:5002
天津文艺广播,http://nas.hssvm.com:8888/udp/225.1.1.171:5002
天津经济广播,http://nas.hssvm.com:8888/udp/225.1.1.172:5002
天津新闻广播,http://nas.hssvm.com:8888/udp/225.1.1.173:5002
天津生活广播,http://nas.hssvm.com:8888/udp/225.1.1.174:5002
天津交通广播,http://nas.hssvm.com:8888/udp/225.1.1.175:5002
天津相声广播,http://nas.hssvm.com:8888/udp/225.1.1.176:5002
天津小说广播,http://nas.hssvm.com:8888/udp/225.1.1.177:5002
天津滨海广播,http://nas.hssvm.com:8888/udp/225.1.1.178:5002
天津音乐广播,http://nas.hssvm.com:8888/udp/225.1.1.179:5002
天津农村广播,http://nas.hssvm.com:8888/udp/225.1.1.180:5002
东方购物,http://nas.hssvm.com:8888/udp/225.1.1.223:5002
好享购物,http://nas.hssvm.com:8888/udp/225.1.1.224:5002
优购物,http://nas.hssvm.com:8888/udp/225.1.1.225:5002
家有购物,http://nas.hssvm.com:8888/udp/225.1.1.226:5002
家家购物,http://nas.hssvm.com:8888/udp/225.1.1.227:5002
聚鲨环球购物,http://nas.hssvm.com:8888/udp/225.1.1.102:5002
三佳购物,http://nas.hssvm.com:8888/udp/225.1.1.151:5002
央广购物,http://nas.hssvm.com:8888/udp/225.1.1.65:5002

重庆联通专线,#genre#
CCTV1,http://n1.dddmmh.space:8088/udp/225.0.4.197:7980
CCTV1,http://n1.dddmmh.space:8088/udp/225.0.4.74:7980
CCTV2,http://n1.dddmmh.space:8088/udp/225.0.4.132:7980
CCTV3,http://n1.dddmmh.space:8088/udp/225.0.4.142:7980
CCTV4,http://n1.dddmmh.space:8088/udp/225.0.4.176:7980
CCTV5,http://n1.dddmmh.space:8088/udp/225.0.4.143:7980
CCTV5+,http://n1.dddmmh.space:8088/udp/225.0.4.73:7980
CCTV6,http://n1.dddmmh.space:8088/udp/225.0.4.144:7980
CCTV7,http://n1.dddmmh.space:8088/udp/225.0.4.127:7980
CCTV8,http://n1.dddmmh.space:8088/udp/225.0.4.137:7980
CCTV9,http://n1.dddmmh.space:8088/udp/225.0.4.131:7980
CCTV10,http://n1.dddmmh.space:8088/udp/225.0.4.130:7980
CCTV11,http://n1.dddmmh.space:8088/udp/225.0.4.218:7980
CCTV12,http://n1.dddmmh.space:8088/udp/225.0.4.129:7980
CCTV13,http://n1.dddmmh.space:8088/udp/225.0.4.219:7980
CCTV14,http://n1.dddmmh.space:8088/udp/225.0.4.128:7980
CCTV15,http://n1.dddmmh.space:8088/udp/225.0.4.220:7980
CCTV17,http://n1.dddmmh.space:8088/udp/225.0.4.179:7980
CETV1,http://n1.dddmmh.space:8088/udp/225.0.4.186:7980
CGTN,http://n1.dddmmh.space:8088/udp/225.0.4.12:7980
重庆科教,http://n1.dddmmh.space:8088/udp/225.0.4.63:7980
重庆汽摩,http://n1.dddmmh.space:8088/udp/225.0.4.61:7980
重庆少儿,http://n1.dddmmh.space:8088/udp/225.0.4.71:7980
重庆社会与法,http://n1.dddmmh.space:8088/udp/225.0.4.64:7980
重庆时尚生活,http://n1.dddmmh.space:8088/udp/225.0.4.69:7980
重庆新农村,http://n1.dddmmh.space:8088/udp/225.0.4.70:7980
重庆新闻,http://n1.dddmmh.space:8088/udp/225.0.4.59:7980
重庆移动,http://n1.dddmmh.space:8088/udp/225.0.4.68:7980
重庆移动超高清,http://n1.dddmmh.space:8088/udp/225.0.4.215:7980
重庆影视,http://n1.dddmmh.space:8088/udp/225.0.4.62:7980
重庆娱乐,http://n1.dddmmh.space:8088/udp/225.0.4.65:7980
IPTV3+,http://n1.dddmmh.space:8088/udp/225.0.4.51:7980
IPTV5+,http://n1.dddmmh.space:8088/udp/225.0.4.53:7980
IPTV6+,http://n1.dddmmh.space:8088/udp/225.0.4.50:7980
IPTV8+,http://n1.dddmmh.space:8088/udp/225.0.4.54:7980
IPTV相声小品,http://n1.dddmmh.space:8088/udp/225.0.4.56:7980
IPTV野外,http://n1.dddmmh.space:8088/udp/225.0.4.57:7980
爱生活,http://n1.dddmmh.space:8088/udp/225.0.4.164:7980
安徽卫视,http://n1.dddmmh.space:8088/udp/225.0.4.133:7980
北京卫视,http://n1.dddmmh.space:8088/udp/225.0.4.78:7980
导视,http://n1.dddmmh.space:8088/udp/225.0.4.178:7980
地理,http://n1.dddmmh.space:8088/udp/225.0.4.149:7980
东方卫视,http://n1.dddmmh.space:8088/udp/225.0.4.80:7980
东南卫视,http://n1.dddmmh.space:8088/udp/225.0.4.200:7980
动作影院,http://n1.dddmmh.space:8088/udp/225.0.4.170:7980
古装剧场,http://n1.dddmmh.space:8088/udp/225.0.4.147:7980
广东卫视,http://n1.dddmmh.space:8088/udp/225.0.4.84:7980
贵州卫视,http://n1.dddmmh.space:8088/udp/225.0.4.175:7980
河北卫视,http://n1.dddmmh.space:8088/udp/225.0.4.174:7980
黑龙江卫视,http://n1.dddmmh.space:8088/udp/225.0.4.201:7980
湖南卫视,http://n1.dddmmh.space:8088/udp/225.0.4.75:7980
纪实HD,http://n1.dddmmh.space:8088/udp/225.0.4.99:7980
家庭影院,http://n1.dddmmh.space:8088/udp/225.0.4.171:7980
江苏卫视,http://n1.dddmmh.space:8088/udp/225.0.4.79:7980
江西卫视,http://n1.dddmmh.space:8088/udp/225.0.4.203:7980
解密,http://n1.dddmmh.space:8088/udp/225.0.4.153:7980
经典电影,http://n1.dddmmh.space:8088/udp/225.0.4.48:7980
军旅剧场,http://n1.dddmmh.space:8088/udp/225.0.4.146:7980
快乐垂钓,http://n1.dddmmh.space:8088/udp/225.0.4.213:7980
辽宁卫视,http://n1.dddmmh.space:8088/udp/225.0.4.98:7980
全纪实,http://n1.dddmmh.space:8088/udp/225.0.4.113:7980
山东卫视,http://n1.dddmmh.space:8088/udp/225.0.4.199:7980
深圳卫视,http://n1.dddmmh.space:8088/udp/225.0.4.202:7980
时尚购物,http://n1.dddmmh.space:8088/udp/225.0.4.198:7980
四川卫视,http://n1.dddmmh.space:8088/udp/225.0.4.204:7980
天津卫视,http://n1.dddmmh.space:8088/udp/225.0.4.82:7980
武侠剧场,http://n1.dddmmh.space:8088/udp/225.0.4.168:7980
喜剧影院,http://n1.dddmmh.space:8088/udp/225.0.4.169:7980
星影,http://n1.dddmmh.space:8088/udp/225.0.4.172:7980
浙江卫视,http://n1.dddmmh.space:8088/udp/225.0.4.81:7980
重庆科教超高清,http://n1.dddmmh.space:8088/udp/225.0.4.193:7980
重庆汽摩超高清,http://n1.dddmmh.space:8088/udp/225.0.4.195:7980
重庆少儿超高清,http://n1.dddmmh.space:8088/udp/225.0.4.191:7980
重庆社会与法超高清,http://n1.dddmmh.space:8088/udp/225.0.4.190:7980
重庆时尚生活超高清,http://n1.dddmmh.space:8088/udp/225.0.4.196:7980
重庆卫视,http://n1.dddmmh.space:8088/udp/225.0.4.187:7980
重庆新农村超高清,http://n1.dddmmh.space:8088/udp/225.0.4.189:7980
重庆新闻超高清,http://n1.dddmmh.space:8088/udp/225.0.4.188:7980
重庆影视超高清,http://n1.dddmmh.space:8088/udp/225.0.4.192:7980
重庆娱乐超高清,http://n1.dddmmh.space:8088/udp/225.0.4.194:7980

山东电信专线,#genre#
CCTV1,http://113.120.46.204:8123/udp/239.21.1.1:5002
CCTV1,http://113.120.46.204:8123/udp/239.21.1.120:5002
CCTV2,http://113.120.46.204:8123/udp/239.21.1.2:5002
CCTV2,http://113.120.46.204:8123/udp/239.21.1.151:5002
CCTV3,http://113.120.46.204:8123/udp/239.21.1.3:5002
CCTV3,http://113.120.46.204:8123/udp/239.21.2.45:5002
CCTV4,http://113.120.46.204:8123/udp/239.21.1.4:5002
CCTV4,http://113.120.46.204:8123/udp/239.21.1.154:5002
CCTV4北美,http://113.120.46.204:8123/udp/239.21.2.29:5002
CCTV4欧洲,http://113.120.46.204:8123/udp/239.21.2.28:5002
CCTV5,http://113.120.46.204:8123/udp/239.21.1.5:5002
CCTV5,http://113.120.46.204:8123/udp/239.21.2.46:5002
CCTV5+,http://113.120.46.204:8123/udp/239.21.1.142:5002
CCTV5+ LD,http://113.120.46.204:8123/udp/239.21.1.190:5002
CCTV6,http://113.120.46.204:8123/udp/239.21.1.6:5002
CCTV6,http://113.120.46.204:8123/udp/239.21.2.47:5002
CCTV7,http://113.120.46.204:8123/udp/239.21.1.7:5002
CCTV7,http://113.120.46.204:8123/udp/239.21.1.152:5002
CCTV8,http://113.120.46.204:8123/udp/239.21.1.8:5002
CCTV8,http://113.120.46.204:8123/udp/239.21.2.48:5002
CCTV9,http://113.120.46.204:8123/udp/239.21.1.9:5002
CCTV9,http://113.120.46.204:8123/udp/239.21.1.153:5002
CCTV10,http://113.120.46.204:8123/udp/239.21.1.11:5002
CCTV10,http://113.120.46.204:8123/udp/239.21.1.155:5002
CCTV11,http://113.120.46.204:8123/udp/239.21.1.12:5002
CCTV11,http://113.120.46.204:8123/udp/239.21.2.2:5002
CCTV12,http://113.120.46.204:8123/udp/239.21.1.13:5002
CCTV12,http://113.120.46.204:8123/udp/239.21.1.156:5002
CCTV13,http://113.120.46.204:8123/udp/239.21.1.14:5002
CCTV13,http://113.120.46.204:8123/udp/239.21.2.1:5002
CCTV13,http://113.120.46.204:8123/udp/239.21.2.3:5002
CCTV14,http://113.120.46.204:8123/udp/239.21.1.15:5002
CCTV14,http://113.120.46.204:8123/udp/239.21.1.157:5002
CCTV15,http://113.120.46.204:8123/udp/239.21.1.16:5002
CCTV15,http://113.120.46.204:8123/udp/239.21.2.4:5002
CCTV16,http://113.120.46.204:8123/udp/239.21.2.51:5002
CCTV17,http://113.120.46.204:8123/udp/239.21.1.186:5002
CCTV17,http://113.120.46.204:8123/udp/239.21.1.206:5002
CETV1,http://113.120.46.204:8123/udp/239.21.2.7:5002
CETV2,http://113.120.46.204:8123/udp/239.21.2.8:5002
CETV4,http://113.120.46.204:8123/udp/239.21.1.222:5002
CGTN,http://113.120.46.204:8123/udp/239.21.1.10:5002
CGTN,http://113.120.46.204:8123/udp/239.21.2.30:5002
CGTN阿拉伯语,http://113.120.46.204:8123/udp/239.21.2.34:5002
CGTN俄语,http://113.120.46.204:8123/udp/239.21.2.35:5002
CGTN法语,http://113.120.46.204:8123/udp/239.21.2.33:5002
CGTN纪录,http://113.120.46.204:8123/udp/239.21.2.31:5002
CGTN西班牙语,http://113.120.46.204:8123/udp/239.21.2.32:5002
IPTV5+,http://113.120.46.204:8123/udp/239.21.1.161:5002
IPTV经典电影,http://113.120.46.204:8123/udp/239.21.1.124:5002
IPTV魅力时尚,http://113.120.46.204:8123/udp/239.21.1.129:5002
IPTV热播剧场,http://113.120.46.204:8123/udp/239.21.1.128:5002
IPTV少儿动画,http://113.120.46.204:8123/udp/239.21.1.125:5002
IPTV相声小品,http://113.120.46.204:8123/udp/239.21.1.126:5002
爱生活,http://113.120.46.204:8123/udp/239.21.1.212:5002
安徽卫视,http://113.120.46.204:8123/udp/239.21.1.21:5002
安徽卫视,http://113.120.46.204:8123/udp/239.21.1.159:5002
安丘新闻,http://113.120.46.204:8123/udp/239.21.2.13:5002
BTV纪实 LD,http://113.120.46.204:8123/udp/239.21.1.194:5002
BTV卡酷少儿,http://113.120.46.204:8123/udp/239.21.1.49:5002
北京纪实,http://113.120.46.204:8123/udp/239.21.1.172:5002
北京卫视,http://113.120.46.204:8123/udp/239.21.1.20:5002
北京卫视,http://113.120.46.204:8123/udp/239.21.1.88:5002
滨州公共,http://113.120.46.204:8123/udp/239.21.1.119:5002
滨州好生新闻,http://113.120.46.204:8123/udp/239.21.1.238:5002
滨州新闻,http://113.120.46.204:8123/udp/239.21.1.118:5002
兵团卫视,http://113.120.46.204:8123/udp/239.21.1.234:5002
财富天下,http://113.120.46.204:8123/udp/239.21.1.127:5002
昌乐新闻,http://113.120.46.204:8123/udp/239.21.1.245:5002
昌邑新闻,http://113.120.46.204:8123/udp/239.21.2.27:5002
超清电影 4K,http://113.120.46.204:8123/udp/239.21.1.179:5002
车迷,http://113.120.46.204:8123/udp/239.21.2.39:5002
茌平综合,http://113.120.46.204:8123/udp/239.21.1.219:5002
单县综合,http://113.120.46.204:8123/udp/239.21.2.21:5002
德州公共,http://113.120.46.204:8123/udp/239.21.1.76:5002
德州新闻,http://113.120.46.204:8123/udp/239.21.1.75:5002
定陶,http://113.120.46.204:8123/udp/239.21.1.244:5002
东方卫视,http://113.120.46.204:8123/udp/239.21.1.23:5002
东方卫视,http://113.120.46.204:8123/udp/239.21.1.111:5002
东明,http://113.120.46.204:8123/udp/239.21.1.246:5002
东南卫视,http://113.120.46.204:8123/udp/239.21.1.29:5002
东南卫视,http://113.120.46.204:8123/udp/239.21.1.113:5002
东平新闻,http://113.120.46.204:8123/udp/239.21.1.216:5002
东营公共,http://113.120.46.204:8123/udp/239.21.1.82:5002
东营新闻,http://113.120.46.204:8123/udp/239.21.1.81:5002
动作影院,http://113.120.46.204:8123/udp/239.21.1.123:5002
甘肃卫视,http://113.120.46.204:8123/udp/239.21.1.47:5002
甘肃卫视,http://113.120.46.204:8123/udp/239.21.2.22:5002
冠县综合,http://113.120.46.204:8123/udp/239.21.1.250:5002
光影,http://113.120.46.204:8123/udp/239.21.1.131:5002
广播,http://113.120.46.204:8123/udp/239.21.2.36:5002
广东卫视,http://113.120.46.204:8123/udp/239.21.1.26:5002
广东卫视,http://113.120.46.204:8123/udp/239.21.1.92:5002
广西卫视,http://113.120.46.204:8123/udp/239.21.1.39:5002
贵州卫视,http://113.120.46.204:8123/udp/239.21.1.42:5002
贵州卫视,http://113.120.46.204:8123/udp/239.21.1.166:5002
哈哈炫动,http://113.120.46.204:8123/udp/239.21.1.51:5002
河北卫视,http://113.120.46.204:8123/udp/239.21.1.35:5002
河北卫视,http://113.120.46.204:8123/udp/239.21.1.168:5002
河南卫视,http://113.120.46.204:8123/udp/239.21.1.38:5002
河南卫视,http://113.120.46.204:8123/udp/239.21.2.37:5002
菏泽,http://113.120.46.204:8123/udp/239.21.1.103:5002
菏泽2,http://113.120.46.204:8123/udp/239.21.2.18:5002
黑龙江卫视,http://113.120.46.204:8123/udp/239.21.1.28:5002
黑龙江卫视,http://113.120.46.204:8123/udp/239.21.1.91:5002
湖北卫视,http://113.120.46.204:8123/udp/239.21.1.32:5002
湖北卫视,http://113.120.46.204:8123/udp/239.21.1.163:5002
湖南卫视,http://113.120.46.204:8123/udp/239.21.1.18:5002
湖南卫视,http://113.120.46.204:8123/udp/239.21.1.158:5002
环球旅游,http://113.120.46.204:8123/udp/239.21.2.40:5002
桓台,http://113.120.46.204:8123/udp/239.21.1.105:5002
惠民综合,http://113.120.46.204:8123/udp/239.21.1.181:5002
吉林卫视,http://113.120.46.204:8123/udp/239.21.1.37:5002
吉林卫视,http://113.120.46.204:8123/udp/239.21.2.49:5002
纪实人文,http://113.120.46.204:8123/udp/239.21.1.195:5002
济南都市,http://113.120.46.204:8123/udp/239.21.1.63:5002
济南教育,http://113.120.46.204:8123/udp/239.21.1.133:5002
济南科教,http://113.120.46.204:8123/udp/239.21.1.150:5002
济南鲁中,http://113.120.46.204:8123/udp/239.21.1.149:5002
济南商务,http://113.120.46.204:8123/udp/239.21.1.67:5002
济南少儿,http://113.120.46.204:8123/udp/239.21.1.68:5002
济南生活,http://113.120.46.204:8123/udp/239.21.1.64:5002
济南新闻,http://113.120.46.204:8123/udp/239.21.1.62:5002
济南新闻,http://113.120.46.204:8123/udp/239.21.1.94:5002
济南影视,http://113.120.46.204:8123/udp/239.21.1.65:5002
济南娱乐,http://113.120.46.204:8123/udp/239.21.1.66:5002
济宁公共,http://113.120.46.204:8123/udp/239.21.2.20:5002
济宁教育,http://113.120.46.204:8123/udp/239.21.1.139:5002
济宁综合,http://113.120.46.204:8123/udp/239.21.1.138:5002
济宁综合,http://113.120.46.204:8123/udp/239.21.2.19:5002
济阳综合,http://113.120.46.204:8123/udp/239.21.1.187:5002
嘉佳卡通,http://113.120.46.204:8123/udp/239.21.2.5:5002
江苏卫视,http://113.120.46.204:8123/udp/239.21.1.19:5002
江苏卫视,http://113.120.46.204:8123/udp/239.21.1.89:5002
江西卫视,http://113.120.46.204:8123/udp/239.21.1.36:5002
江西卫视,http://113.120.46.204:8123/udp/239.21.1.167:5002
金乡新闻,http://113.120.46.204:8123/udp/239.21.1.184:5002
金鹰纪实,http://113.120.46.204:8123/udp/239.21.1.170:5002
金鹰纪实 LD,http://113.120.46.204:8123/udp/239.21.1.196:5002
金鹰卡通,http://113.120.46.204:8123/udp/239.21.1.48:5002
精选,http://113.120.46.204:8123/udp/239.21.1.213:5002
巨野新闻,http://113.120.46.204:8123/udp/239.21.1.215:5002
莱西综合,http://113.120.46.204:8123/udp/239.21.1.247:5002
兰陵综合,http://113.120.46.204:8123/udp/239.21.1.237:5002
梁山新闻,http://113.120.46.204:8123/udp/239.21.2.12:5002
辽宁卫视,http://113.120.46.204:8123/udp/239.21.1.27:5002
辽宁卫视,http://113.120.46.204:8123/udp/239.21.1.164:5002
聊城公共,http://113.120.46.204:8123/udp/239.21.1.254:5002
聊城综合,http://113.120.46.204:8123/udp/239.21.1.253:5002
陵城新闻,http://113.120.46.204:8123/udp/239.21.2.24:5002
美人,http://113.120.46.204:8123/udp/239.21.1.132:5002
蒙阴,http://113.120.46.204:8123/udp/239.21.2.23:5002
墨宝,http://113.120.46.204:8123/udp/239.21.1.130:5002
牟平生活,http://113.120.46.204:8123/udp/239.21.2.11:5002
牟平新闻,http://113.120.46.204:8123/udp/239.21.2.10:5002
内蒙古卫视,http://113.120.46.204:8123/udp/239.21.1.41:5002
宁津新闻,http://113.120.46.204:8123/udp/239.21.2.50:5002
宁夏卫视,http://113.120.46.204:8123/udp/239.21.1.44:5002
宁阳1,http://113.120.46.204:8123/udp/239.21.1.143:5002
宁阳2,http://113.120.46.204:8123/udp/239.21.1.144:5002
